university_name,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,international_students,year
University of Basel,38.9,92.4,21.9,86,48.6,52.2,"12,551",17.3,24,2012
University of Bern,43,77.6,34.6,73.5,38.2,52.1,"14,708",22.5,14,2012
University of Utah,42.1,23.3,41,82.3,-,51.9,"25,674",16.9,9,2012
Stony Brook University,37.7,56.5,28.7,88.3,29.2,51.4,"21,908",10.9,24,2012
Eindhoven University of Technology,35.6,67.3,48,62.1,100,51.3,"8,176",16,14,2012
University of Lausanne,27.5,86.7,40.4,77.8,40.3,51.2,"11,964",13.1,22,2012
Monash University,40.5,75.8,48.5,57.1,62.2,51.1,"50,882",40.5,36,2012
Trinity College Dublin,30.3,89.4,23.5,91.7,29.7,51.1,"15,521",18,25,2012
Osaka University,61.8,21.1,56.5,40,75,51,"23,144",7.8,9,2012
Tohoku University,57.7,25.6,55.7,42.9,78.9,50.8,"17,200",5,7,2012
Hebrew University of Jerusalem,47.7,53,56.4,48.4,25,50.4,"17,612",10.7,5,2012
University of York,36.7,72.7,38.8,71.6,33.9,50.4,,,0,2012
Indiana University,46.8,37.7,34.5,73.7,-,50.2,"62,468",13.6,13,2012
Seoul National University,64.6,16.3,50.8,44,42.6,50.1,"26,389",13.9,10,2012
Aarhus University,30.7,69.3,49,64,67,50,"23,895",13.6,14,2012
University of Florida,46.7,25.9,59.9,50.9,-,50,"50,095",18.7,9,2012
Arizona State University,38.2,26.1,39,80.3,28.7,49.9,"83,236",29.9,9,2012
Queen Mary University of London,29,88.8,28.6,83.7,36.6,49.9,"14,260",14,40,2012
University of Southampton,35.6,78.3,35.5,72.5,39.3,49.9,"20,925",13.5,29,2012
University of Geneva,34.9,97.5,39,65.1,32.7,49.8,"15,668",15,39,2012
Lancaster University,32.6,78.6,35.7,75.4,27.5,49.7,"11,512",14.9,33,2012
Stockholm University,25,48.8,36,90.2,26.8,49.7,"31,715",23.7,8,2012
University of Leeds,44.6,64.8,43.9,57.1,36.4,49.5,"27,703",14.7,21,2012
University of Groningen,32.4,47.3,52.4,62.4,59.9,49.2,"24,556",25.6,12,2012
George Washington University,44.2,38.3,33.6,73.2,-,49,"20,541",12,16,2012
University of Copenhagen,37.8,74.8,31.6,72.1,37,49,"27,545",4.1,19,2012
University of Virginia,37,26.4,42.2,74.7,34.7,49,"23,845",10.2,12,2012
Georgetown University,52.5,29.1,40.4,57.7,-,48,"15,408",8.5,14,2012
University of Vienna,49.5,86.6,41.2,45.2,25.4,47.9,"34,651",20.5,25,2012
University of Nottingham,40.2,72.6,40,57.6,36.7,47.7,"30,144",15,27,2012
University of Iowa,47.7,21.9,42.1,61.3,-,47.6,"27,526",11.6,11,2012
Ìäcole Normale SupÌ©rieure de Lyon,35.3,58.8,21.4,85.1,25.1,47.6,"2,218",8,14,2012
"University of California, Riverside",27.8,30,30.9,89.6,31,47.5,"20,626",22,12,2012
Rensselaer Polytechnic Institute,31.7,32.7,40.4,73.6,49,47.4,"6,671",15,16,2012
University of East Anglia,26.5,68.5,26.1,85.6,28,47.3,"14,992",14.7,28,2012
Newcastle University,34.2,76.2,28.4,72.2,32.3,47,"20,174",15.2,29,2012
William & Mary,40,19.7,18.9,90.7,27,47,"7,867",11.8,7,2012
University of Birmingham,42.6,70.3,42.6,50.6,36,46.9,"25,295",16.4,23,2012
"Birkbeck, University of London",25.9,85.3,25.8,80.8,25.1,46.8,"9,454",17.2,38,2012
Brandeis University,25.3,40.3,27.3,90.2,33.7,46.7,"5,495",12.6,22,2012
Chinese University of Hong Kong,47,69.5,50.2,37.8,36.4,46.6,"17,916",10.2,22,2012
Free University of Berlin,46.3,62.1,48.5,42.5,30.6,46.6,"33,062",39.3,20,2012
University of Aberdeen,30.6,84.8,32.2,67.7,44.4,46.6,"12,938",15.8,33,2012
National Taiwan University,47.8,20.7,58.5,39.2,40,46.2,"31,891",11.9,7,2012
Yeshiva University,43.6,26.4,27,75.3,-,46.2,"6,753",5.5,7,2012
University of Exeter,31.3,73.4,33.3,67.8,35.4,46.1,"17,755",18.8,28,2012
Erasmus University Rotterdam,28.8,65,27.2,77.4,45,46,"20,580",18.9,18,2012
University of Warwick,39.7,85.5,44.5,45,31.3,46,"18,529",16.6,37,2012
Radboud University Nijmegen,27.7,52.3,43.8,65.5,33.1,45.9,"17,713",13,10,2012
University College Dublin,25.2,83.2,23.7,80.5,32.3,45.9,"22,193",24.5,23,2012
VU University Amsterdam,30.4,48,35.3,70.2,63.2,45.9,"23,280",16.3,6,2012
Medical University of South Carolina,43.9,23.9,38.9,56.6,87.8,45.8,,,0,2012
Wake Forest University,36.4,17.2,21.6,86.1,49.1,45.8,"7,326",4.6,5,2012
Texas A&M University,42.3,36,51.8,45.7,43.8,45.7,"50,657",21.4,9,2012
University of Reading,36.9,75.1,38.6,55.4,31.6,45.7,"12,050",14.8,28,2012
Tel Aviv University,47.3,30.1,60.7,33,35,45.4,"23,977",24.4,4,2012
University of Illinois at Chicago,53.3,27.2,43.9,43.3,38.6,45.2,"24,313",9.2,17,2012
RWTH Aachen University,36.1,67.1,25.1,67.2,61.8,45.1,"37,917",27.6,16,2012
Nanyang Technological University,41.4,89.8,47.8,34.5,44.4,45,"25,028",16.2,33,2012
Paris Diderot University ‰ÛÒ Paris 7,23.3,70.7,18.7,88.9,-,45,"27,756",14.8,17,2012
UniversitÌ© Catholique de Louvain,29.2,72.5,34.7,65.5,30.8,45,"28,856",42,19,2012
University of Miami,45.7,30.3,23.3,70.3,-,44.8,"15,286",5.7,14,2012
Queen‰Ûªs University,39.7,65,36.1,49.3,87.5,44.6,"20,488",22.1,10,2012
University of Auckland,28.3,92.9,35,55.7,76.6,44.6,"29,787",18.9,28,2012
University of New South Wales,36.1,85.1,40.2,46.8,53.1,44.6,"38,309",25.9,33,2012
University of Dundee,20.8,62.5,20.1,87.1,55.3,44.5,"11,628",15.3,25,2012
University of Victoria,16.8,70.5,31.5,79.2,26.8,44.2,"17,581",21.5,11,2012
Technical University of Denmark,31.9,65.2,24.1,66.8,95.7,44.1,"9,990",5,18,2012
University of SÌ£o Paulo,61.7,22.9,58,18.8,33.3,44.1,"81,402",14.6,4,2012
University of Delaware,26.4,29.8,37.2,66.7,98,43.8,"19,262",15.9,10,2012
Goethe University Frankfurt,30.5,57.6,21.7,75.1,42.4,43.6,"31,861",9.3,15,2012
University of Liverpool,34.8,73.1,33.5,55.6,37.1,43.6,"18,815",13.6,30,2012
University of Oslo,33.5,63.9,36.9,56.6,29,43.6,"27,139",18.8,18,2012
Iowa State University,32.8,28.3,30.1,70.4,49.2,43.4,"29,991",17.4,11,2012
University of Ottawa,38.9,49.6,34.8,54.8,36.9,43.2,"36,733",26.3,15,2012
Pompeu Fabra University,23.4,54.3,16.1,87.6,37.6,43.1,"10,901",18.3,13,2012
KTH Royal Institute of Technology,40.9,82.1,39.5,34.1,100,43,"12,062",14.6,21,2012
University of TÌ_bingen,34.4,58.1,24.1,67.6,31,43,"28,327",38.9,12,2012
University of Freiburg,35.7,55.6,18.7,67.8,81.8,42.9,"26,467",31.2,16,2012
University of Western Australia,32.1,90,35.8,47.8,58.7,42.9,"20,851",20.7,27,2012
University of Bergen,29,73.5,26.6,65.2,42.1,42.8,"11,623",11.1,12,2012
University of Science and Technology of China,38.9,14.8,23.5,73.6,29.7,42.7,"14,290",7.9,2,2012
City University of Hong Kong,30.2,61.6,35,57.4,50.1,42.6,"10,015",7.1,28,2012
University of Konstanz,29,63.7,29.7,62.8,49.9,42.5,"10,930",59.1,12,2012
Boston College,26.5,41.4,18.9,83.5,24.2,42.4,"13,216",17.4,19,2012
Karlsruhe Institute of Technology,34.6,64.9,19.6,65.5,35.6,41.6,"25,294",24.6,16,2012
Georgia Health Sciences University,49,32.1,14.2,63.5,40.7,41.5,,,0,2012
Maastricht University,30.6,86.4,30.5,53.9,-,41.5,"15,626",18.9,48,2012
University of Leicester,27.6,84.9,30.3,56.3,34.4,41.5,"14,541",13.4,35,2012
University of Twente,32.9,56.2,30.4,54.4,76.8,41.4,"6,631",12,26,2012
Autonomous University of Barcelona,33.7,45.9,27.9,57.9,37,-,"30,538",12.3,10,2012
Bilkent University,27.9,48.5,22.3,60.8,29.4,-,,,0,2012
Cardiff University,28.9,67.8,34,51.7,35.5,-,"23,347",13.1,23,2012
Colorado School of Mines,24.6,38.4,22.8,63.7,99.4,-,"5,287",18.2,12,2012
Nagoya University,45.5,21.2,39.2,43.8,33.1,-,"15,529",7.9,10,2012
National Tsing Hua University,42.7,17.7,44.5,39.7,46.8,-,"10,221",13.5,5,2012
Northeastern University,30.4,38,18.9,70,31.1,-,"18,539",15.1,26,2012
Technion Israel Institute of Technology,38.7,48.9,45,34,33.6,-,"13,855",19.4,4,2012
Tulane University,28,29.8,34.1,58.8,-,-,"11,381",8.4,8,2012
Ulm University,40.8,50.8,18.8,46.7,69.8,-,"9,187",11.2,10,2012
UmeÌ´ University,20.8,52,29.2,59.4,26.3,-,"16,667",11.9,7,2012
University at Buffalo,44.3,49.2,35.6,42,40.9,-,"25,668",19,19,2012
University of Adelaide,32.2,81.7,33.4,43.8,50.7,-,"20,771",30.1,26,2012
University of Barcelona,24.5,44.1,22.2,71.9,29.5,-,"47,491",12.2,10,2012
University of Cincinnati,29,20.6,24.9,69,32.9,-,"36,108",15.7,6,2012
University of Essex,31.7,90.1,35.9,37,28.3,-,"12,695",19.8,39,2012
University of Georgia,44.4,30.6,36.4,37.3,27.7,-,"33,119",19.9,7,2012
University of Gothenburg,25.8,48.4,37.7,55.7,37.7,-,"26,420",16.4,12,2012
University of Innsbruck,23.1,90.7,13.8,65.7,32.8,-,"18,209",16.9,39,2012
University of Medicine and Dentistry of New Jersey,48.5,31,14.4,55.6,34.3,-,,,0,2012
University of Otago,24.5,88.8,28,48,27.8,-,"18,600",20.3,21,2012
University of South Carolina,34.3,26,29.3,52.1,27.3,-,"29,336",16.3,1,2012
University of Strasbourg,26.7,70.4,17.3,70.3,32.1,-,"46,208",17.8,21,2012
University of Waterloo,35.8,62.1,44.2,32.5,32.7,-,"30,726",24.2,14,2012
University of Western Ontario,38.8,55.7,34.3,38.5,41.9,-,"27,387",20.7,16,2012
University of WÌ_rzburg,31.3,44,18,63,27.9,-,"26,576",38.4,8,2012
UniversitÌ© Libre de Bruxelles,23.6,80.4,25.9,53.5,52.8,-,"23,819",26.1,32,2012
Carleton University,17,58.6,24.2,61.6,-,-,"25,036",29.8,18,2012
Chalmers University of Technology,25.9,66,37.2,36.3,79.3,-,"8,605",11.6,15,2012
Colorado State University,26.9,25.5,32,51.2,-,-,"26,769",19,5,2012
Creighton University,43.6,25,10.5,55.7,24.2,-,"7,086",8.3,2,2012
Dalhousie University,25.5,64.8,30.7,43,72.5,-,"15,064",14.4,18,2012
Drexel University,36.9,37.8,12.2,59.4,29.9,-,"20,713",10.8,18,2012
Fudan University,42.4,36.1,26.2,42.9,40.5,-,"32,175",12.2,11,2012
Korea University,39.5,23.4,39.6,30.2,49.7,-,"24,043",15.8,14,2012
Macquarie University,21.3,93,23.2,46.5,42.3,-,"27,930",20,44,2012
National Chiao Tung University,36.4,24.2,44.5,25.1,100,-,"12,646",16.6,5,2012
Simon Fraser University,19.6,56.8,30,53,37.6,-,"26,640",28.3,19,2012
State University of New York Albany,25.7,25.9,30.8,53.5,92.9,-,"15,387",18.5,8,2012
Swedish University of Agricultural Sciences,28.9,43.5,22.2,49.8,100,-,"3,879",4.6,0,2012
Tokyo Metropolitan University,19,17.8,10.3,84.3,27.6,-,"9,303",9.9,4,2012
University of Bologna,32.7,34.9,22,52.1,32.2,-,"85,532",22.9,7,2012
University of Calgary,34,42.7,34.4,39.7,39.5,-,"28,341",16.5,17,2012
University of Hamburg,35.2,56.3,21.3,50,27.4,-,,,0,2012
University of Milan,37.1,34.3,24.3,51.3,35,-,"58,618",24.3,5,2012
University of Milan-Bicocca,22.5,33.2,12.3,78.3,35.6,-,"33,370",72.5,5,2012
University of Missouri,38.5,26.9,33.7,37.7,26.5,-,"29,885",14.1,5,2012
University of Padua,24.2,34.3,26,56.2,31.1,-,"62,577",18.3,4,2012
University of Trieste,16.7,45.5,12.9,76.9,31.3,-,"18,135",25.8,9,2012
Yonsei University,41.5,23.3,33.6,36.9,47.9,-,"24,774",11.6,14,2012
Bangor University,24.9,67.1,23.8,48,29,-,"9,567",19.5,22,2012
Bielefeld University,19.1,45.2,17,61.6,28.6,-,"21,428",67.8,8,2012
Brunel University London,17.4,89.9,20.3,51.7,30,-,"12,613",17.6,38,2012
Hong Kong Polytechnic University,30.1,62.5,37.3,22.2,72.8,-,"22,064",25.9,26,2012
Johannes Kepler University of Linz,18.4,56.6,11.1,62.8,73.4,-,"19,646",29.1,10,2012
Kyushu University,46.8,19.5,30.7,23.2,75.1,-,"18,925",6.7,8,2012
Nanjing University,40.9,25,24.2,42.3,42.9,-,"29,743",13.3,10,2012
National Sun Yat-Sen University,24.9,16,30.4,48.5,42.1,-,"9,336",19.6,4,2012
Norwegian University of Science and Technology,26.9,57.7,26.9,41.5,49.7,-,"17,381",13.9,9,2012
Queen‰Ûªs University Belfast,26.5,89.5,21.3,42,41.9,-,"17,940",17.9,30,2012
Ruhr University Bochum,34.9,46.6,28.3,36,59.7,-,"38,675",46.3,13,2012
Stellenbosch University,25.4,44.4,30,36.6,99.6,-,"21,849",23,8,2012
Tilburg University,22.6,69.1,49.4,23.6,36,-,"7,576",22.4,10,2012
TU Dresden,27.3,49.2,13.8,57.4,31.9,-,"35,487",37.4,12,2012
University of Bath,25.2,80.6,23.2,39.9,38.9,-,"12,830",18.8,30,2012
University of Graz,24.9,63.8,14,55.1,25.5,-,"20,584",26.8,12,2012
University of Hawai‰Ûªi at M€Ånoa,31.3,34.6,29.2,44.3,-,-,,,0,2012
University of Kiel,29.3,47.3,20.9,52.1,33.6,-,"24,444",23.8,8,2012
University of Southern Denmark,19.7,73.7,12.4,58,67.9,-,"22,210",12.7,16,2012
University of Texas at Dallas,23.6,35.9,36.7,44.2,31.1,-,"16,306",22.8,23,2012
University of the Witwatersrand,25.6,71.7,32.4,32.7,100,-,"23,321",18.6,9,2012
University of Tsukuba,37.2,27.2,26.2,41.4,32,-,"15,930",12.6,16,2012
University of Wollongong,21.4,88.7,23,43.5,40.4,-,"16,489",25.4,24,2012
Victoria University of Wellington,16.5,89,21.5,51.1,25.8,-,"17,142",21.1,21,2012
Virginia Polytechnic Institute and State University,36.9,25.1,40.4,30.3,24.2,-,"30,850",18.6,10,2012
Wayne State University,34.7,24.6,16.4,55.2,-,-,"23,065",10.7,7,2012
Aberystwyth University,19.8,63.8,15.5,56.6,35.5,-,"9,252",19.2,18,2012
Autonomous University of Madrid,28.8,39.7,21.4,47.5,32.5,-,"28,296",13,15,2012
Hokkaido University,44.5,18.8,34.3,21.6,38.7,-,"18,162",8.2,9,2012
Hong Kong Baptist University,20,58.9,11.2,59.7,25.3,-,"10,441",11,25,2012
Istanbul Technical University,25.1,18.9,18.2,48.9,99.1,-,"34,550",16,5,2012
Lomonosov Moscow State University,47.9,53.3,27.5,11,80,-,"30,822",7.7,20,2012
Middle East Technical University,37,23.5,28.9,35.1,43.2,-,"25,779",22.2,7,2012
Montpellier University,24.3,52.9,8.7,62.3,24.9,-,"36,731",18.4,14,2012
Queensland University of Technology,21,76.7,26.7,35.5,62.5,-,"33,391",35.8,17,2012
State University of Campinas,52.3,19.1,33.1,15.2,43.2,-,"27,095",15.3,3,2012
Sun Yat-sen University,33.3,20.7,14.3,50.5,42.1,-,"51,351",16.6,8,2012
Technical University of Darmstadt,28,71,15.5,39.2,45.1,-,"20,300",53.6,18,2012
Tokyo Medical and Dental University (TMDU),42.8,18,22.6,36.7,40.8,-,"2,872",3.3,7,2012
UiT The Arctic University of Norway,24.4,63.5,14.4,53,32.8,-,"10,398",12.2,10,2012
University of Antwerp,21.8,70.7,10.9,55.3,56.2,-,"12,346",30.3,16,2012
University of Crete,13.1,42.6,12.6,66.7,33.2,-,"14,650",26.9,5,2012
University of Guelph,24.2,33.3,31.4,38.6,48.9,-,"21,643",28.3,4,2012
University of Iceland,10.7,56.9,17.3,62.4,75.4,-,"13,960",25.9,8,2012
University of Kansas,33.2,23.5,20.1,43,27.6,-,,,0,2012
University of Kentucky,38.7,18.3,28.4,35.2,-,-,,,0,2012
University of MÌ_nster,27.8,43.3,18.5,49.1,35.1,-,"39,838",46.1,8,2012
University of Newcastle,18.2,76.3,27.1,35.8,64.8,-,"23,508",21.9,18,2012
University of Texas at San Antonio,14.1,22.6,15.4,70.3,25.3,-,"27,520",26.9,6,2012
University of Trento,21.9,49.7,20,51.5,51,-,"16,841",43.2,8,2012
York University,19.9,57.7,27.7,41.2,41.7,-,"48,007",39.4,9,2012
Aalborg University,19,75.3,20,27.1,36.4,-,"17,422",15.9,15,2012
Aalto University,26.2,49,22.2,37.5,61.9,-,"16,099",24.2,17,2012
Alexandria University,15.2,31.6,7.8,61.4,34.5,-,"127,431",23.3,1,2012
Bar-Ilan University,27.9,47,32.2,15.7,28.5,-,"17,503",16,5,2012
"Binghamton University, State University of New York",18.7,30.8,20.3,46.2,29.5,-,"15,799",23.3,14,2012
Bo€ÙaziÌ_i University,24.5,36.2,19.7,45.7,34.7,-,"11,506",25,7,2012
Charles Darwin University,16.4,46.7,19.4,52.6,31.3,-,"5,570",25.4,15,2012
Charles University in Prague,32.3,51.4,24.6,31,24.5,-,"51,438",13,15,2012
George Mason University,29.3,23.8,17.7,42.6,25.1,-,"26,622",17,7,2012
Indian Institute of Technology Bombay,43.8,14.3,15.7,38.8,24.2,-,"8,327",14.9,1,2012
Jagiellonian University,25.1,39.5,16,43.1,25.8,-,"42,835",11.5,5,2012
Keele University,18,62.6,18.1,39.8,28.1,-,"8,397",15.7,20,2012
Keio University,32.3,18.3,21.9,26.1,40,-,"33,751",11.9,5,2012
Kent State University,15.9,26.9,13.9,58.3,24.6,-,"23,122",19,8,2012
Lehigh University,20.2,26.5,18.1,44.9,38.6,-,"6,300",11.3,15,2012
LinkÌ_ping University,19.6,48.6,18.9,42.8,31.8,-,"17,866",7.7,10,2012
National Taiwan University of Science and Technology (Taiwan Tech),24.3,15.6,37,19.4,42.9,-,"7,446",17.4,11,2012
Plymouth University,12.9,49,13.7,58.1,25.8,-,"24,121",25.9,13,2012
Polytechnic University of Milan,24.1,33.6,17.6,33.9,69.8,-,"30,025",22.2,12,2012
Sapienza University of Rome,29.6,32.4,27.2,29.2,32.8,-,"120,986",32.3,7,2012
Shanghai Jiao Tong University,39.4,20.5,29.7,19.1,85.2,-,"38,191",12.8,6,2012
Sharif University of Technology,28.5,12.7,29.7,19.3,93.1,-,"10,977",18.7,0,2012
Sungkyunkwan University (SKKU),31.4,26.6,32.1,23.9,99.4,-,"24,365",20.3,9,2012
University College Cork,20.6,77,19.2,29.4,36.8,-,"15,805",22.3,15,2012
University of Aveiro,17,48.4,15.9,40.9,34.7,-,"10,791",17.8,10,2012
University of Canterbury,17.3,76.3,24.3,30.5,26.6,-,"12,187",16.5,20,2012
University of Eastern Finland,23.2,33.5,16.1,51.1,30.2,-,"10,798",17.3,6,2012
University of Ferrara,15.8,37.1,14.1,59.3,34.3,-,"18,882",30.2,7,2012
University of Hertfordshire,12.2,76.5,7.7,55.5,27.1,-,"19,665",19.4,27,2012
University of Houston,36.5,27.7,23.6,23.6,31.2,-,"40,325",43.7,9,2012
University of Hull,14.5,66.2,16.7,40.2,28.1,-,"15,141",18.7,20,2012
University of LiÌ¬ge,23.5,68.7,16.4,38.9,64.8,-,"20,951",25.9,23,2012
University of Manitoba,29.5,40.2,31.7,27.7,40.7,-,"28,576",27.8,11,2012
"University of Maryland, Baltimore County",17.6,18.6,14.5,52.8,29.9,-,"13,908",18.1,7,2012
University of Modena and Reggio Emilia,14.5,26.8,15.7,50.8,27.9,-,"19,693",25.3,6,2012
University of Oklahoma,33.8,20.7,16.1,31.6,32.3,-,,,0,2012
University of Pisa,18.3,26.2,18.5,50.8,35.3,-,"47,247",18,4,2012
University of Porto,17.7,42,13,43.9,33.7,-,"32,720",18.8,9,2012
University of South Florida,22.1,15,30.1,36.6,94.4,-,"31,424",21.5,10,2012
University of Stirling,18.2,69.5,22.2,42,26.6,-,"7,828",15.9,22,2012
University of Surrey,32.6,81.5,25.2,12.4,46.9,-,"12,063",16.6,38,2012
University of Tampere,22.5,38.3,22.1,44.4,55.1,-,"10,045",9.5,4,2012
University of Tasmania,18.5,70.5,15,34.9,42.1,-,"18,340",23.8,21,2012
University of Valencia,15.8,36.4,10.2,64.3,32.1,-,"58,413",15.4,9,2012
University of Waikato,13.3,87,13.9,47.8,24.5,-,"10,159",17,25,2012
University of Warsaw,21.6,35.8,15.7,44.3,-,-,"49,292",14.1,7,2012
Vienna University of Technology,26.3,82.5,14.1,24.3,35.2,-,"26,419",52,27,2012
Vrije Universiteit Brussel,23.4,49.4,21.1,36.7,66.2,-,"9,020",17.1,16,2012
Washington State University,28.8,31,24.5,33.5,34.3,-,"24,550",18.3,7,2012
Zhejiang University,38.8,13.9,27.2,23,84.4,-,"47,508",15.9,5,2012
Aston University,16.2,84.5,19.9,11.7,26.8,-,,,0,2012
Auburn University,33.7,22.5,18.7,10.3,47.3,-,"22,386",17.6,4,2012
Clemson University,20.8,28.5,17,25.5,30.8,-,"19,198",17.1,8,2012
Curtin University,17.1,91.4,12.3,28.7,31.3,-,"30,333",17.1,38,2012
Deakin University,17.7,56.3,16.8,26.2,27.9,-,"32,713",30.4,17,2012
Flinders University,18.2,59.9,19.1,20.3,36.2,-,"15,655",22.6,15,2012
Georgia State University,19.6,27.9,20.2,34.4,39.1,-,"28,534",20.4,5,2012
Griffith University,15.7,79,16.2,20.3,30.7,-,"30,251",22,21,2012
Harbin Institute of Technology,29,21,12.5,21,97.2,-,"31,658",10.8,7,2012
Heriot-Watt University,21.5,82.6,16.2,18.8,41.1,-,"8,773",17.8,43,2012
Hiroshima University,27.7,18.8,16.3,20.1,39.4,-,"14,686",8.2,5,2012
Kansas State University,20.9,23.6,13.8,33.9,36,-,"21,379",15.1,10,2012
Kobe University,28.3,18.1,15.5,24.3,33.5,-,"15,885",8.4,6,2012
Kyung Hee University,37.1,31.4,17.9,6.6,79.9,-,"24,356",17.4,14,2012
La Trobe University,19,71.3,19.5,13.6,28.9,-,"22,037",29,27,2012
Leibniz University of Hanover,28.2,51.4,15.9,21.7,38.9,-,"22,401",62.7,12,2012
Liverpool John Moores University,12.3,52.6,9.3,48.4,26.9,-,"18,513",19.8,13,2012
Loughborough University,27.9,66.7,25.7,9.2,39.4,-,"13,951",15.9,22,2012
Mahidol University,29.9,45,14.7,20.9,29,-,"27,402",7.5,3,2012
Massey University,17.4,77.8,17.2,24.5,-,-,"19,101",16.8,15,2012
Michigan Technological University,21.2,32.3,13.8,24.8,41.9,-,,,0,2012
National Central University,24.7,22.2,21.4,27.1,78.6,-,"10,915",9.8,6,2012
National Taiwan Ocean University,12.5,14.3,19.7,31,68,-,"8,240",20.9,5,2012
"National University of Ireland, Galway",17.9,72.6,12.2,31.3,32.7,-,"14,067",26.8,14,2012
"National University of Ireland, Maynooth",22.9,74.8,18.6,22.1,27.1,-,"7,653",28,11,2012
New Jersey Institute of Technology,17.1,41.3,14.5,26.4,37.5,-,"10,646",26.2,17,2012
New University of Lisbon,18,48.3,10.9,28.3,38.3,-,"18,867",17.9,7,2012
Old Dominion University,17.1,27.3,12.5,46.9,-,-,,,0,2012
Polytechnic University of Catalonia,23,42,12.5,23.3,44.6,-,"22,893",11.7,28,2012
Polytechnic University of Turin,19.3,32.4,12.1,29.1,67.6,-,"27,709",19.6,16,2012
Polytechnic University of Valencia,19.6,23.6,9.8,45.3,36.6,-,"33,172",13.6,7,2012
Pontifical Catholic University of Chile,17.1,45.5,16.3,30.1,29.7,-,"25,075",15.3,7,2012
Saint Petersburg State University,37.6,38.1,19.7,3.1,26,-,"20,836",5.2,7,2012
Swansea University,17.6,63.3,18.1,25.6,28.8,-,"12,801",17.1,20,2012
Swinburne University of Technology,15.5,64.6,11.3,35.6,40.3,-,"20,314",36.5,33,2012
Tokyo University of Agriculture and Technology,26.5,18,15.8,21.7,41.5,-,"5,865",14.4,5,2012
University of Bari Aldo Moro,23.1,30.5,17.4,35.1,30.6,-,"51,560",65.1,2,2012
University of Coimbra,20.6,55.8,11.6,27.4,29.4,-,"22,795",19,11,2012
University of Idaho,29.4,27.4,16.2,24,25.5,-,"11,641",21.5,6,2012
University of Kent,15.6,82.5,18.5,19.1,26.5,-,"17,638",14.4,27,2012
University of Paris North ‰ÛÒ Paris 13,13.4,59.9,11.8,39.4,24.2,-,"23,026",23.4,22,2012
University of Salento,26.5,24.4,19.1,27.2,73.1,-,"19,959",58.4,1,2012
University of South Australia,20.6,81.8,18,19.4,87.7,-,"18,971",26.2,32,2012
University of Strathclyde,24.4,63,17.7,19.3,33.1,-,"15,705",20.2,20,2012
University of Tartu,17.8,42,17.8,34.4,26.3,-,"10,269",13,3,2012
University of Turku,20.4,41.4,21.5,28.9,32.3,-,"12,326",14.6,5,2012
University of Wyoming,18.4,21.8,20.9,36.7,29.8,-,,,0,2012
University of Zaragoza,14.5,28.8,9.3,38.4,42.9,-,"31,046",11.8,5,2012
Waseda University,25.4,27.1,17.3,29.7,27.3,-,"52,316",16.9,8,2012
Wuhan University,31.3,21.7,12.9,25.3,66.7,-,"46,227",14.4,7,2012
Yuan Ze University,10.8,12.8,9.6,58.3,29.2,-,"8,663",20.6,4,2012
California Institute of Technology,96.3,59.8,99.4,99.7,95.6,95.5,"2,243",6.9,27,2013
Stanford University,95,56.6,98.8,99.3,62.4,93.7,"15,596",7.8,22,2013
University of Oxford,89.7,88.7,98.1,95.6,79.8,93.7,"19,919",11.6,34,2013
